Sqtl chromosome,Sqtl position,Gene chromosome,Gene start,Gene end,Gene
1,24388945,1,24356999,24416934,ENSG00000001460
1,24389338,1,24356999,24416934,ENSG00000001460
1,24395908,1,24356999,24416934,ENSG00000001460
1,24397215,1,24356999,24416934,ENSG00000001460
1,24403742,1,24356999,24416934,ENSG00000001460
1,24406364,1,24356999,24416934,ENSG00000001460
1,24412730,1,24356999,24416934,ENSG00000001460
1,24419125,1,24356999,24416934,ENSG00000001460
1,24370402,1,24356999,24416934,ENSG00000001460
1,24371556,1,24356999,24416934,ENSG00000001460
1,24379802,1,24356999,24416934,ENSG00000001460
1,24373382,1,24356999,24416934,ENSG00000001460
1,24378604,1,24356999,24416934,ENSG00000001460
1,24380721,1,24356999,24416934,ENSG00000001460
1,24380806,1,24356999,24416934,ENSG00000001460
1,24381139,1,24356999,24416934,ENSG00000001460
1,24381179,1,24356999,24416934,ENSG00000001460
1,24381195,1,24356999,24416934,ENSG00000001460
1,24381393,1,24356999,24416934,ENSG00000001460
1,24381814,1,24356999,24416934,ENSG00000001460
1,24382250,1,24356999,24416934,ENSG00000001460
1,24382714,1,24356999,24416934,ENSG00000001460
1,24379077,1,24356999,24416934,ENSG00000001460
1,24379623,1,24356999,24416934,ENSG00000001460
1,24379779,1,24356999,24416934,ENSG00000001460
1,24379920,1,24356999,24416934,ENSG00000001460
1,24379948,1,24356999,24416934,ENSG00000001460
1,24379971,1,24356999,24416934,ENSG00000001460
1,24377031,1,24356999,24416934,ENSG00000001460
1,24377177,1,24356999,24416934,ENSG00000001460
1,24377773,1,24356999,24416934,ENSG00000001460
1,24382393,1,24356999,24416934,ENSG00000001460
1,24373099,1,24356999,24416934,ENSG00000001460
1,24369259,1,24356999,24416934,ENSG00000001460
1,24367599,1,24356999,24416934,ENSG00000001460
1,24367937,1,24356999,24416934,ENSG00000001460
1,24368624,1,24356999,24416934,ENSG00000001460
1,24368661,1,24356999,24416934,ENSG00000001460
1,24410545,1,24356999,24416934,ENSG00000001460
1,24354425,1,24356999,24416934,ENSG00000001460
1,24355711,1,24356999,24416934,ENSG00000001460
1,24359245,1,24356999,24416934,ENSG00000001460
1,24354175,1,24356999,24416934,ENSG00000001460
12,8936676,12,8940361,8949761,ENSG00000003056
12,8936749,12,8940361,8949761,ENSG00000003056
12,8938520,12,8940361,8949761,ENSG00000003056
12,8938597,12,8940361,8949761,ENSG00000003056
12,8946937,12,8940361,8949761,ENSG00000003056
12,8952013,12,8940361,8949761,ENSG00000003056
12,8952343,12,8940361,8949761,ENSG00000003056
12,8937490,12,8940361,8949761,ENSG00000003056
12,8938263,12,8940361,8949761,ENSG00000003056
12,8938296,12,8940361,8949761,ENSG00000003056
12,8941952,12,8940361,8949761,ENSG00000003056
12,8951069,12,8940361,8949761,ENSG00000003056
12,8943153,12,8940361,8949761,ENSG00000003056
2,201139467,2,201116154,201176687,ENSG00000003402
2,201117821,2,201116154,201176687,ENSG00000003402
