Sqtl chromosome,Sqtl position,Gene chromosome,Gene start,Gene end,Gene
1,24372962,1,24356999,24416934,ENSG00000001460
1,24374500,1,24356999,24416934,ENSG00000001460
1,24374840,1,24356999,24416934,ENSG00000001460
1,24378009,1,24356999,24416934,ENSG00000001460
1,24387906,1,24356999,24416934,ENSG00000001460
1,24390039,1,24356999,24416934,ENSG00000001460
1,24391585,1,24356999,24416934,ENSG00000001460
1,24400745,1,24356999,24416934,ENSG00000001460
1,24403874,1,24356999,24416934,ENSG00000001460
1,24404447,1,24356999,24416934,ENSG00000001460
1,24405247,1,24356999,24416934,ENSG00000001460
1,24406098,1,24356999,24416934,ENSG00000001460
1,24406116,1,24356999,24416934,ENSG00000001460
1,24406364,1,24356999,24416934,ENSG00000001460
1,24412001,1,24356999,24416934,ENSG00000001460
1,24413255,1,24356999,24416934,ENSG00000001460
1,24413283,1,24356999,24416934,ENSG00000001460
1,24414223,1,24356999,24416934,ENSG00000001460
1,24414591,1,24356999,24416934,ENSG00000001460
1,24416496,1,24356999,24416934,ENSG00000001460
1,24419715,1,24356999,24416934,ENSG00000001460
1,24421134,1,24356999,24416934,ENSG00000001460
1,24421192,1,24356999,24416934,ENSG00000001460
1,24412730,1,24356999,24416934,ENSG00000001460
1,24419125,1,24356999,24416934,ENSG00000001460
1,24403742,1,24356999,24416934,ENSG00000001460
1,24388945,1,24356999,24416934,ENSG00000001460
1,24389338,1,24356999,24416934,ENSG00000001460
1,24395908,1,24356999,24416934,ENSG00000001460
1,24397215,1,24356999,24416934,ENSG00000001460
1,24354175,1,24356999,24416934,ENSG00000001460
1,24354425,1,24356999,24416934,ENSG00000001460
1,24355711,1,24356999,24416934,ENSG00000001460
1,24359245,1,24356999,24416934,ENSG00000001460
1,24398586,1,24356999,24416934,ENSG00000001460
1,24384630,1,24356999,24416934,ENSG00000001460
1,24385679,1,24356999,24416934,ENSG00000001460
1,24387343,1,24356999,24416934,ENSG00000001460
1,24379802,1,24356999,24416934,ENSG00000001460
1,24373382,1,24356999,24416934,ENSG00000001460
1,24377031,1,24356999,24416934,ENSG00000001460
1,24377177,1,24356999,24416934,ENSG00000001460
1,24377773,1,24356999,24416934,ENSG00000001460
1,24379623,1,24356999,24416934,ENSG00000001460
1,24379779,1,24356999,24416934,ENSG00000001460
1,24379920,1,24356999,24416934,ENSG00000001460
1,24379948,1,24356999,24416934,ENSG00000001460
1,24379971,1,24356999,24416934,ENSG00000001460
1,24380721,1,24356999,24416934,ENSG00000001460
1,24380806,1,24356999,24416934,ENSG00000001460
1,24381139,1,24356999,24416934,ENSG00000001460
1,24381179,1,24356999,24416934,ENSG00000001460
1,24381195,1,24356999,24416934,ENSG00000001460
1,24381393,1,24356999,24416934,ENSG00000001460
1,24381814,1,24356999,24416934,ENSG00000001460
1,24393856,1,24356999,24416934,ENSG00000001460
1,24378604,1,24356999,24416934,ENSG00000001460
1,24379077,1,24356999,24416934,ENSG00000001460
1,24382250,1,24356999,24416934,ENSG00000001460
1,24373099,1,24356999,24416934,ENSG00000001460
1,24364799,1,24356999,24416934,ENSG00000001460
1,24371556,1,24356999,24416934,ENSG00000001460
1,24370402,1,24356999,24416934,ENSG00000001460
1,24364274,1,24356999,24416934,ENSG00000001460
1,24369259,1,24356999,24416934,ENSG00000001460
1,24382714,1,24356999,24416934,ENSG00000001460
1,24382393,1,24356999,24416934,ENSG00000001460
1,24367937,1,24356999,24416934,ENSG00000001460
1,24368624,1,24356999,24416934,ENSG00000001460
1,24367599,1,24356999,24416934,ENSG00000001460
1,24368661,1,24356999,24416934,ENSG00000001460
1,24401188,1,24356999,24416934,ENSG00000001460
1,24391107,1,24356999,24416934,ENSG00000001460
1,24391589,1,24356999,24416934,ENSG00000001460
1,24393201,1,24356999,24416934,ENSG00000001460
1,24403537,1,24356999,24416934,ENSG00000001460
1,24397278,1,24356999,24416934,ENSG00000001460
1,24387165,1,24356999,24416934,ENSG00000001460
X,2714148,Y,2691187,2741309,ENSG00000002586
X,2710950,Y,2691187,2741309,ENSG00000002586
X,2714781,Y,2691187,2741309,ENSG00000002586
X,2713400,Y,2691187,2741309,ENSG00000002586
X,2714231,Y,2691187,2741309,ENSG00000002586
X,2713459,Y,2691187,2741309,ENSG00000002586
X,2692243,Y,2691187,2741309,ENSG00000002586
X,2692265,Y,2691187,2741309,ENSG00000002586
X,2692668,Y,2691187,2741309,ENSG00000002586
7,150800332,7,150800403,150805118,ENSG00000002933
7,150800446,7,150800403,150805118,ENSG00000002933
7,150802559,7,150800403,150805118,ENSG00000002933
7,150802944,7,150800403,150805118,ENSG00000002933
7,150803950,7,150800403,150805118,ENSG00000002933
7,150802558,7,150800403,150805118,ENSG00000002933
7,150800957,7,150800403,150805118,ENSG00000002933
7,150802699,7,150800403,150805118,ENSG00000002933
7,150802721,7,150800403,150805118,ENSG00000002933
7,150803268,7,150800403,150805118,ENSG00000002933
7,150803367,7,150800403,150805118,ENSG00000002933
7,150804428,7,150800403,150805118,ENSG00000002933
7,150804157,7,150800403,150805118,ENSG00000002933
7,150802179,7,150800403,150805118,ENSG00000002933
7,150806549,7,150800403,150805118,ENSG00000002933
7,150809111,7,150800403,150805118,ENSG00000002933
12,8946937,12,8940361,8949761,ENSG00000003056
12,8943153,12,8940361,8949761,ENSG00000003056
12,8938520,12,8940361,8949761,ENSG00000003056
12,8938597,12,8940361,8949761,ENSG00000003056
12,8936676,12,8940361,8949761,ENSG00000003056
12,8936749,12,8940361,8949761,ENSG00000003056
12,8937490,12,8940361,8949761,ENSG00000003056
12,8938263,12,8940361,8949761,ENSG00000003056
12,8938296,12,8940361,8949761,ENSG00000003056
12,8941952,12,8940361,8949761,ENSG00000003056
12,8940405,12,8940361,8949761,ENSG00000003056
2,201717045,2,201700267,201782112,ENSG00000003393
2,201722630,2,201700267,201782112,ENSG00000003393
2,201722930,2,201700267,201782112,ENSG00000003393
2,201724835,2,201700267,201782112,ENSG00000003393
