Sqtl chromosome,Sqtl position,Gene chromosome,Gene start,Gene end,Gene
1,196715444,1,196651754,196752476,ENSG00000000971
1,196706226,1,196651754,196752476,ENSG00000000971
1,196707583,1,196651754,196752476,ENSG00000000971
1,196715445,1,196651754,196752476,ENSG00000000971
1,196717788,1,196651754,196752476,ENSG00000000971
1,196729333,1,196651754,196752476,ENSG00000000971
1,196734909,1,196651754,196752476,ENSG00000000971
1,196735313,1,196651754,196752476,ENSG00000000971
1,196735885,1,196651754,196752476,ENSG00000000971
1,196741786,1,196651754,196752476,ENSG00000000971
1,196705584,1,196651754,196752476,ENSG00000000971
1,24395908,1,24356999,24416934,ENSG00000001460
1,24403742,1,24356999,24416934,ENSG00000001460
1,24406364,1,24356999,24416934,ENSG00000001460
1,24421192,1,24356999,24416934,ENSG00000001460
1,24388945,1,24356999,24416934,ENSG00000001460
1,24389338,1,24356999,24416934,ENSG00000001460
1,24397215,1,24356999,24416934,ENSG00000001460
1,24412730,1,24356999,24416934,ENSG00000001460
1,24419125,1,24356999,24416934,ENSG00000001460
1,24373382,1,24356999,24416934,ENSG00000001460
1,24379802,1,24356999,24416934,ENSG00000001460
1,24377031,1,24356999,24416934,ENSG00000001460
1,24377177,1,24356999,24416934,ENSG00000001460
1,24377773,1,24356999,24416934,ENSG00000001460
1,24378604,1,24356999,24416934,ENSG00000001460
1,24379077,1,24356999,24416934,ENSG00000001460
1,24379623,1,24356999,24416934,ENSG00000001460
1,24379779,1,24356999,24416934,ENSG00000001460
1,24379920,1,24356999,24416934,ENSG00000001460
1,24379948,1,24356999,24416934,ENSG00000001460
1,24379971,1,24356999,24416934,ENSG00000001460
1,24381139,1,24356999,24416934,ENSG00000001460
1,24381179,1,24356999,24416934,ENSG00000001460
1,24381195,1,24356999,24416934,ENSG00000001460
1,24381393,1,24356999,24416934,ENSG00000001460
1,24381814,1,24356999,24416934,ENSG00000001460
1,24382250,1,24356999,24416934,ENSG00000001460
1,24380721,1,24356999,24416934,ENSG00000001460
1,24380806,1,24356999,24416934,ENSG00000001460
1,24382714,1,24356999,24416934,ENSG00000001460
1,24401188,1,24356999,24416934,ENSG00000001460
1,24382393,1,24356999,24416934,ENSG00000001460
1,24373099,1,24356999,24416934,ENSG00000001460
1,24371556,1,24356999,24416934,ENSG00000001460
1,24370402,1,24356999,24416934,ENSG00000001460
1,24390822,1,24356999,24416934,ENSG00000001460
1,24410545,1,24356999,24416934,ENSG00000001460
1,24390813,1,24356999,24416934,ENSG00000001460
1,24389717,1,24356999,24416934,ENSG00000001460
1,24369259,1,24356999,24416934,ENSG00000001460
1,24418622,1,24356999,24416934,ENSG00000001460
1,24361163,1,24356999,24416934,ENSG00000001460
1,24386232,1,24356999,24416934,ENSG00000001460
1,24386502,1,24356999,24416934,ENSG00000001460
1,24390893,1,24356999,24416934,ENSG00000001460
1,24393513,1,24356999,24416934,ENSG00000001460
1,24397495,1,24356999,24416934,ENSG00000001460
1,24418580,1,24356999,24416934,ENSG00000001460
1,24361617,1,24356999,24416934,ENSG00000001460
1,24386488,1,24356999,24416934,ENSG00000001460
1,24387411,1,24356999,24416934,ENSG00000001460
1,24363924,1,24356999,24416934,ENSG00000001460
7,150800957,7,150800403,150805118,ENSG00000002933
7,150800446,7,150800403,150805118,ENSG00000002933
7,150801721,7,150800403,150805118,ENSG00000002933
7,150803432,7,150800403,150805118,ENSG00000002933
7,150800332,7,150800403,150805118,ENSG00000002933
7,150804157,7,150800403,150805118,ENSG00000002933
7,150802179,7,150800403,150805118,ENSG00000002933
7,150802944,7,150800403,150805118,ENSG00000002933
7,150803950,7,150800403,150805118,ENSG00000002933
7,150806549,7,150800403,150805118,ENSG00000002933
7,150809111,7,150800403,150805118,ENSG00000002933
2,201132569,2,201116154,201176687,ENSG00000003402
2,201134560,2,201116154,201176687,ENSG00000003402
2,201138287,2,201116154,201176687,ENSG00000003402
2,201138447,2,201116154,201176687,ENSG00000003402
2,201141373,2,201116154,201176687,ENSG00000003402
2,201142137,2,201116154,201176687,ENSG00000003402
2,201143575,2,201116154,201176687,ENSG00000003402
2,201143977,2,201116154,201176687,ENSG00000003402
2,201145903,2,201116154,201176687,ENSG00000003402
2,201147345,2,201116154,201176687,ENSG00000003402
2,201147640,2,201116154,201176687,ENSG00000003402
2,201149233,2,201116154,201176687,ENSG00000003402
2,201149515,2,201116154,201176687,ENSG00000003402
2,201150305,2,201116154,201176687,ENSG00000003402
2,201150391,2,201116154,201176687,ENSG00000003402
2,201150527,2,201116154,201176687,ENSG00000003402
2,201151562,2,201116154,201176687,ENSG00000003402
2,201152357,2,201116154,201176687,ENSG00000003402
2,201152924,2,201116154,201176687,ENSG00000003402
2,201152951,2,201116154,201176687,ENSG00000003402
2,201153137,2,201116154,201176687,ENSG00000003402
2,201154371,2,201116154,201176687,ENSG00000003402
2,201154487,2,201116154,201176687,ENSG00000003402
2,201156772,2,201116154,201176687,ENSG00000003402
2,201157024,2,201116154,201176687,ENSG00000003402
2,201139044,2,201116154,201176687,ENSG00000003402
2,201134827,2,201116154,201176687,ENSG00000003402
2,201135122,2,201116154,201176687,ENSG00000003402
2,201135706,2,201116154,201176687,ENSG00000003402
2,201127684,2,201116154,201176687,ENSG00000003402
2,201117821,2,201116154,201176687,ENSG00000003402
2,201139467,2,201116154,201176687,ENSG00000003402
2,37257572,2,37231631,37253403,ENSG00000003509
2,37233557,2,37231631,37253403,ENSG00000003509
2,37254839,2,37231631,37253403,ENSG00000003509
2,37231568,2,37231631,37253403,ENSG00000003509
2,37250100,2,37231631,37253403,ENSG00000003509
2,37237287,2,37231631,37253403,ENSG00000003509
2,37238763,2,37231631,37253403,ENSG00000003509
2,37239539,2,37231631,37253403,ENSG00000003509
2,37234330,2,37231631,37253403,ENSG00000003509
2,37238166,2,37231631,37253403,ENSG00000003509
2,37232527,2,37231631,37253403,ENSG00000003509
2,37257583,2,37231631,37253403,ENSG00000003509
2,37255312,2,37231631,37253403,ENSG00000003509
2,37258072,2,37231631,37253403,ENSG00000003509
2,37233996,2,37231631,37253403,ENSG00000003509
2,37234643,2,37231631,37253403,ENSG00000003509
2,37233091,2,37231631,37253403,ENSG00000003509
2,37239703,2,37231631,37253403,ENSG00000003509
2,37239741,2,37231631,37253403,ENSG00000003509
17,28379927,17,28364356,28404049,ENSG00000004139
17,28376663,17,28364356,28404049,ENSG00000004139
17,50540745,17,50543058,50555852,ENSG00000006282
17,50541888,17,50543058,50555852,ENSG00000006282
2,241497112,2,241356285,241494841,ENSG00000006607
