Sqtl chromosome,Sqtl position,Gene chromosome,Gene start,Gene end,Gene
1,196709880,1,196651754,196752476,ENSG00000000971
1,196710797,1,196651754,196752476,ENSG00000000971
1,196714144,1,196651754,196752476,ENSG00000000971
1,196718385,1,196651754,196752476,ENSG00000000971
1,196723018,1,196651754,196752476,ENSG00000000971
1,196728952,1,196651754,196752476,ENSG00000000971
1,196729521,1,196651754,196752476,ENSG00000000971
1,196731192,1,196651754,196752476,ENSG00000000971
1,196683492,1,196651754,196752476,ENSG00000000971
1,196691599,1,196651754,196752476,ENSG00000000971
1,196691603,1,196651754,196752476,ENSG00000000971
1,196722495,1,196651754,196752476,ENSG00000000971
1,196736390,1,196651754,196752476,ENSG00000000971
1,196705584,1,196651754,196752476,ENSG00000000971
1,196706226,1,196651754,196752476,ENSG00000000971
1,196707583,1,196651754,196752476,ENSG00000000971
1,196705852,1,196651754,196752476,ENSG00000000971
1,196710552,1,196651754,196752476,ENSG00000000971
1,196715444,1,196651754,196752476,ENSG00000000971
1,196711871,1,196651754,196752476,ENSG00000000971
1,196739325,1,196651754,196752476,ENSG00000000971
1,196739761,1,196651754,196752476,ENSG00000000971
1,196741027,1,196651754,196752476,ENSG00000000971
1,196746537,1,196651754,196752476,ENSG00000000971
1,196682702,1,196651754,196752476,ENSG00000000971
1,196683704,1,196651754,196752476,ENSG00000000971
1,196751137,1,196651754,196752476,ENSG00000000971
1,196715445,1,196651754,196752476,ENSG00000000971
1,196717788,1,196651754,196752476,ENSG00000000971
1,196726612,1,196651754,196752476,ENSG00000000971
1,196708768,1,196651754,196752476,ENSG00000000971
1,196729333,1,196651754,196752476,ENSG00000000971
1,196734909,1,196651754,196752476,ENSG00000000971
1,196735313,1,196651754,196752476,ENSG00000000971
1,196735885,1,196651754,196752476,ENSG00000000971
1,196741786,1,196651754,196752476,ENSG00000000971
1,196735879,1,196651754,196752476,ENSG00000000971
1,196740644,1,196651754,196752476,ENSG00000000971
1,196747794,1,196651754,196752476,ENSG00000000971
1,196743772,1,196651754,196752476,ENSG00000000971
1,196706731,1,196651754,196752476,ENSG00000000971
1,196735867,1,196651754,196752476,ENSG00000000971
1,196750586,1,196651754,196752476,ENSG00000000971
1,24354175,1,24356999,24416934,ENSG00000001460
1,24354425,1,24356999,24416934,ENSG00000001460
1,24355711,1,24356999,24416934,ENSG00000001460
1,24359245,1,24356999,24416934,ENSG00000001460
1,24369259,1,24356999,24416934,ENSG00000001460
1,24370402,1,24356999,24416934,ENSG00000001460
1,24371556,1,24356999,24416934,ENSG00000001460
1,24372962,1,24356999,24416934,ENSG00000001460
1,24373099,1,24356999,24416934,ENSG00000001460
1,24373382,1,24356999,24416934,ENSG00000001460
1,24374500,1,24356999,24416934,ENSG00000001460
1,24374840,1,24356999,24416934,ENSG00000001460
1,24377031,1,24356999,24416934,ENSG00000001460
1,24377177,1,24356999,24416934,ENSG00000001460
1,24377773,1,24356999,24416934,ENSG00000001460
1,24378009,1,24356999,24416934,ENSG00000001460
1,24378604,1,24356999,24416934,ENSG00000001460
1,24379077,1,24356999,24416934,ENSG00000001460
1,24379623,1,24356999,24416934,ENSG00000001460
1,24379779,1,24356999,24416934,ENSG00000001460
1,24379802,1,24356999,24416934,ENSG00000001460
1,24379920,1,24356999,24416934,ENSG00000001460
1,24379948,1,24356999,24416934,ENSG00000001460
1,24379971,1,24356999,24416934,ENSG00000001460
1,24380721,1,24356999,24416934,ENSG00000001460
1,24380806,1,24356999,24416934,ENSG00000001460
1,24381139,1,24356999,24416934,ENSG00000001460
1,24381179,1,24356999,24416934,ENSG00000001460
1,24381195,1,24356999,24416934,ENSG00000001460
1,24381393,1,24356999,24416934,ENSG00000001460
1,24381814,1,24356999,24416934,ENSG00000001460
1,24382250,1,24356999,24416934,ENSG00000001460
1,24382714,1,24356999,24416934,ENSG00000001460
1,24387906,1,24356999,24416934,ENSG00000001460
1,24388945,1,24356999,24416934,ENSG00000001460
1,24389338,1,24356999,24416934,ENSG00000001460
1,24390039,1,24356999,24416934,ENSG00000001460
1,24391585,1,24356999,24416934,ENSG00000001460
1,24395908,1,24356999,24416934,ENSG00000001460
1,24397215,1,24356999,24416934,ENSG00000001460
1,24400745,1,24356999,24416934,ENSG00000001460
1,24403742,1,24356999,24416934,ENSG00000001460
1,24403874,1,24356999,24416934,ENSG00000001460
1,24405247,1,24356999,24416934,ENSG00000001460
1,24406098,1,24356999,24416934,ENSG00000001460
1,24406116,1,24356999,24416934,ENSG00000001460
1,24406364,1,24356999,24416934,ENSG00000001460
1,24412001,1,24356999,24416934,ENSG00000001460
1,24412730,1,24356999,24416934,ENSG00000001460
1,24413255,1,24356999,24416934,ENSG00000001460
1,24413283,1,24356999,24416934,ENSG00000001460
1,24414223,1,24356999,24416934,ENSG00000001460
1,24414591,1,24356999,24416934,ENSG00000001460
1,24416496,1,24356999,24416934,ENSG00000001460
1,24419125,1,24356999,24416934,ENSG00000001460
1,24419715,1,24356999,24416934,ENSG00000001460
1,24421134,1,24356999,24416934,ENSG00000001460
1,24421192,1,24356999,24416934,ENSG00000001460
1,24367599,1,24356999,24416934,ENSG00000001460
1,24367937,1,24356999,24416934,ENSG00000001460
1,24368624,1,24356999,24416934,ENSG00000001460
1,24368661,1,24356999,24416934,ENSG00000001460
1,24382393,1,24356999,24416934,ENSG00000001460
1,24389717,1,24356999,24416934,ENSG00000001460
1,24386232,1,24356999,24416934,ENSG00000001460
1,24386502,1,24356999,24416934,ENSG00000001460
1,24365797,1,24356999,24416934,ENSG00000001460
1,24365793,1,24356999,24416934,ENSG00000001460
1,24363590,1,24356999,24416934,ENSG00000001460
1,24364274,1,24356999,24416934,ENSG00000001460
1,24364799,1,24356999,24416934,ENSG00000001460
1,24391107,1,24356999,24416934,ENSG00000001460
1,24364186,1,24356999,24416934,ENSG00000001460
1,24391589,1,24356999,24416934,ENSG00000001460
1,24393201,1,24356999,24416934,ENSG00000001460
1,24397278,1,24356999,24416934,ENSG00000001460
1,24385859,1,24356999,24416934,ENSG00000001460
1,24390376,1,24356999,24416934,ENSG00000001460
1,24390399,1,24356999,24416934,ENSG00000001460
1,24390643,1,24356999,24416934,ENSG00000001460
1,24387165,1,24356999,24416934,ENSG00000001460
1,24402426,1,24356999,24416934,ENSG00000001460
1,24420695,1,24356999,24416934,ENSG00000001460
1,24417389,1,24356999,24416934,ENSG00000001460
1,24419214,1,24356999,24416934,ENSG00000001460
1,24417293,1,24356999,24416934,ENSG00000001460
1,24405169,1,24356999,24416934,ENSG00000001460
1,24407896,1,24356999,24416934,ENSG00000001460
1,24411205,1,24356999,24416934,ENSG00000001460
1,24411960,1,24356999,24416934,ENSG00000001460
1,24413470,1,24356999,24416934,ENSG00000001460
1,24413735,1,24356999,24416934,ENSG00000001460
1,24414695,1,24356999,24416934,ENSG00000001460
1,24415329,1,24356999,24416934,ENSG00000001460
3,50162314,3,50155045,50189075,ENSG00000001617
7,92243558,7,92197498,92246166,ENSG00000001631
7,92194573,7,92197498,92246166,ENSG00000001631
7,92216130,7,92197498,92246166,ENSG00000001631
7,92206122,7,92197498,92246166,ENSG00000001631
X,2697338,Y,2691187,2741309,ENSG00000002586
X,2697482,Y,2691187,2741309,ENSG00000002586
X,2706483,Y,2691187,2741309,ENSG00000002586
X,2709310,Y,2691187,2741309,ENSG00000002586
X,2709697,Y,2691187,2741309,ENSG00000002586
X,2709788,Y,2691187,2741309,ENSG00000002586
X,2710160,Y,2691187,2741309,ENSG00000002586
X,2710950,Y,2691187,2741309,ENSG00000002586
X,2712340,Y,2691187,2741309,ENSG00000002586
X,2713400,Y,2691187,2741309,ENSG00000002586
X,2713459,Y,2691187,2741309,ENSG00000002586
X,2714148,Y,2691187,2741309,ENSG00000002586
X,2714231,Y,2691187,2741309,ENSG00000002586
X,2714781,Y,2691187,2741309,ENSG00000002586
X,2715253,Y,2691187,2741309,ENSG00000002586
X,2715433,Y,2691187,2741309,ENSG00000002586
X,2711037,Y,2691187,2741309,ENSG00000002586
X,2694753,Y,2691187,2741309,ENSG00000002586
X,2695238,Y,2691187,2741309,ENSG00000002586
X,2696226,Y,2691187,2741309,ENSG00000002586
X,2693204,Y,2691187,2741309,ENSG00000002586
X,2727325,Y,2691187,2741309,ENSG00000002586
X,2717579,Y,2691187,2741309,ENSG00000002586
X,2692243,Y,2691187,2741309,ENSG00000002586
X,2692265,Y,2691187,2741309,ENSG00000002586
X,2715566,Y,2691187,2741309,ENSG00000002586
X,2730830,Y,2691187,2741309,ENSG00000002586
X,2692668,Y,2691187,2741309,ENSG00000002586
X,2715792,Y,2691187,2741309,ENSG00000002586
X,2715760,Y,2691187,2741309,ENSG00000002586
X,2715583,Y,2691187,2741309,ENSG00000002586
X,2719189,Y,2691187,2741309,ENSG00000002586
X,2718494,Y,2691187,2741309,ENSG00000002586
X,2720071,Y,2691187,2741309,ENSG00000002586
X,2720986,Y,2691187,2741309,ENSG00000002586
X,2719398,Y,2691187,2741309,ENSG00000002586
X,2718210,Y,2691187,2741309,ENSG00000002586
17,38897739,17,38869859,38921770,ENSG00000002834
17,38898000,17,38869859,38921770,ENSG00000002834
17,38898519,17,38869859,38921770,ENSG00000002834
17,38895471,17,38869859,38921770,ENSG00000002834
17,38898631,17,38869859,38921770,ENSG00000002834
17,38904348,17,38869859,38921770,ENSG00000002834
17,38904584,17,38869859,38921770,ENSG00000002834
17,38900982,17,38869859,38921770,ENSG00000002834
17,38901264,17,38869859,38921770,ENSG00000002834
17,38902084,17,38869859,38921770,ENSG00000002834
7,150804157,7,150800403,150805118,ENSG00000002933
7,150802179,7,150800403,150805118,ENSG00000002933
7,150801721,7,150800403,150805118,ENSG00000002933
7,150802944,7,150800403,150805118,ENSG00000002933
7,150803432,7,150800403,150805118,ENSG00000002933
7,150803950,7,150800403,150805118,ENSG00000002933
7,150800446,7,150800403,150805118,ENSG00000002933
7,150800332,7,150800403,150805118,ENSG00000002933
7,150800839,7,150800403,150805118,ENSG00000002933
7,150803906,7,150800403,150805118,ENSG00000002933
7,150802559,7,150800403,150805118,ENSG00000002933
7,150802699,7,150800403,150805118,ENSG00000002933
7,150802721,7,150800403,150805118,ENSG00000002933
7,150803268,7,150800403,150805118,ENSG00000002933
12,8945337,12,8940361,8949761,ENSG00000003056
12,8944802,12,8940361,8949761,ENSG00000003056
12,8951611,12,8940361,8949761,ENSG00000003056
12,8953239,12,8940361,8949761,ENSG00000003056
12,8944927,12,8940361,8949761,ENSG00000003056
12,8936257,12,8940361,8949761,ENSG00000003056
