Sqtl chromosome,Sqtl position,Gene chromosome,Gene start,Gene end,Gene
20,50961659,20,50934867,50959140,ENSG00000000419
6,53498689,6,53497341,53616970,ENSG00000001084
1,24354175,1,24356999,24416934,ENSG00000001460
1,24354425,1,24356999,24416934,ENSG00000001460
1,24355711,1,24356999,24416934,ENSG00000001460
1,24359245,1,24356999,24416934,ENSG00000001460
1,24370402,1,24356999,24416934,ENSG00000001460
1,24371556,1,24356999,24416934,ENSG00000001460
1,24373099,1,24356999,24416934,ENSG00000001460
1,24373382,1,24356999,24416934,ENSG00000001460
1,24377031,1,24356999,24416934,ENSG00000001460
1,24377177,1,24356999,24416934,ENSG00000001460
1,24377773,1,24356999,24416934,ENSG00000001460
1,24378604,1,24356999,24416934,ENSG00000001460
1,24379077,1,24356999,24416934,ENSG00000001460
1,24379623,1,24356999,24416934,ENSG00000001460
1,24379779,1,24356999,24416934,ENSG00000001460
1,24379802,1,24356999,24416934,ENSG00000001460
1,24379920,1,24356999,24416934,ENSG00000001460
1,24379948,1,24356999,24416934,ENSG00000001460
1,24379971,1,24356999,24416934,ENSG00000001460
1,24380721,1,24356999,24416934,ENSG00000001460
1,24380806,1,24356999,24416934,ENSG00000001460
1,24381139,1,24356999,24416934,ENSG00000001460
1,24381179,1,24356999,24416934,ENSG00000001460
1,24381195,1,24356999,24416934,ENSG00000001460
1,24381393,1,24356999,24416934,ENSG00000001460
1,24381814,1,24356999,24416934,ENSG00000001460
1,24382250,1,24356999,24416934,ENSG00000001460
1,24382714,1,24356999,24416934,ENSG00000001460
1,24388945,1,24356999,24416934,ENSG00000001460
1,24389338,1,24356999,24416934,ENSG00000001460
1,24395908,1,24356999,24416934,ENSG00000001460
1,24397215,1,24356999,24416934,ENSG00000001460
1,24403742,1,24356999,24416934,ENSG00000001460
1,24406364,1,24356999,24416934,ENSG00000001460
1,24412730,1,24356999,24416934,ENSG00000001460
1,24416496,1,24356999,24416934,ENSG00000001460
1,24419125,1,24356999,24416934,ENSG00000001460
1,24419715,1,24356999,24416934,ENSG00000001460
1,24421134,1,24356999,24416934,ENSG00000001460
1,24421192,1,24356999,24416934,ENSG00000001460
1,24382393,1,24356999,24416934,ENSG00000001460
1,24369259,1,24356999,24416934,ENSG00000001460
1,24367937,1,24356999,24416934,ENSG00000001460
1,24368624,1,24356999,24416934,ENSG00000001460
1,24367599,1,24356999,24416934,ENSG00000001460
1,24368661,1,24356999,24416934,ENSG00000001460
1,24363924,1,24356999,24416934,ENSG00000001460
1,24384630,1,24356999,24416934,ENSG00000001460
1,24385679,1,24356999,24416934,ENSG00000001460
1,24387343,1,24356999,24416934,ENSG00000001460
1,24390813,1,24356999,24416934,ENSG00000001460
1,24398586,1,24356999,24416934,ENSG00000001460
1,24393856,1,24356999,24416934,ENSG00000001460
1,24361617,1,24356999,24416934,ENSG00000001460
1,24390376,1,24356999,24416934,ENSG00000001460
1,24390399,1,24356999,24416934,ENSG00000001460
1,24390643,1,24356999,24416934,ENSG00000001460
1,24420695,1,24356999,24416934,ENSG00000001460
1,24391107,1,24356999,24416934,ENSG00000001460
1,24389717,1,24356999,24416934,ENSG00000001460
1,24410545,1,24356999,24416934,ENSG00000001460
1,24391589,1,24356999,24416934,ENSG00000001460
1,24393201,1,24356999,24416934,ENSG00000001460
1,24385859,1,24356999,24416934,ENSG00000001460
1,24417389,1,24356999,24416934,ENSG00000001460
1,24419214,1,24356999,24416934,ENSG00000001460
1,24361163,1,24356999,24416934,ENSG00000001460
1,24402426,1,24356999,24416934,ENSG00000001460
1,24386232,1,24356999,24416934,ENSG00000001460
1,24386502,1,24356999,24416934,ENSG00000001460
1,24397278,1,24356999,24416934,ENSG00000001460
1,24405169,1,24356999,24416934,ENSG00000001460
1,24407896,1,24356999,24416934,ENSG00000001460
1,24411205,1,24356999,24416934,ENSG00000001460
1,24411960,1,24356999,24416934,ENSG00000001460
1,24413470,1,24356999,24416934,ENSG00000001460
1,24413735,1,24356999,24416934,ENSG00000001460
1,24414695,1,24356999,24416934,ENSG00000001460
1,24417293,1,24356999,24416934,ENSG00000001460
1,24387165,1,24356999,24416934,ENSG00000001460
1,24415329,1,24356999,24416934,ENSG00000001460
1,24418622,1,24356999,24416934,ENSG00000001460
1,24386488,1,24356999,24416934,ENSG00000001460
1,24387411,1,24356999,24416934,ENSG00000001460
1,24393513,1,24356999,24416934,ENSG00000001460
1,24397495,1,24356999,24416934,ENSG00000001460
1,24401188,1,24356999,24416934,ENSG00000001460
1,24390893,1,24356999,24416934,ENSG00000001460
1,24364274,1,24356999,24416934,ENSG00000001460
1,24364799,1,24356999,24416934,ENSG00000001460
1,24418580,1,24356999,24416934,ENSG00000001460
X,2715253,Y,2691187,2741309,ENSG00000002586
X,2717579,Y,2691187,2741309,ENSG00000002586
X,2712340,Y,2691187,2741309,ENSG00000002586
X,2706483,Y,2691187,2741309,ENSG00000002586
X,2697338,Y,2691187,2741309,ENSG00000002586
X,2697482,Y,2691187,2741309,ENSG00000002586
X,2709310,Y,2691187,2741309,ENSG00000002586
X,2709697,Y,2691187,2741309,ENSG00000002586
X,2714148,Y,2691187,2741309,ENSG00000002586
X,2710950,Y,2691187,2741309,ENSG00000002586
X,2713459,Y,2691187,2741309,ENSG00000002586
X,2709788,Y,2691187,2741309,ENSG00000002586
X,2714781,Y,2691187,2741309,ENSG00000002586
X,2711037,Y,2691187,2741309,ENSG00000002586
X,2713400,Y,2691187,2741309,ENSG00000002586
X,2714231,Y,2691187,2741309,ENSG00000002586
X,2710160,Y,2691187,2741309,ENSG00000002586
X,2696226,Y,2691187,2741309,ENSG00000002586
X,2695238,Y,2691187,2741309,ENSG00000002586
X,2694753,Y,2691187,2741309,ENSG00000002586
X,2692243,Y,2691187,2741309,ENSG00000002586
X,2692265,Y,2691187,2741309,ENSG00000002586
