Sqtl chromosome,Sqtl position,Gene chromosome,Gene start,Gene end,Gene
1,196679483,1,196651754,196752476,ENSG00000000971
1,196682615,1,196651754,196752476,ENSG00000000971
1,196722495,1,196651754,196752476,ENSG00000000971
1,196726612,1,196651754,196752476,ENSG00000000971
1,196710797,1,196651754,196752476,ENSG00000000971
1,196714144,1,196651754,196752476,ENSG00000000971
1,196718385,1,196651754,196752476,ENSG00000000971
1,196723018,1,196651754,196752476,ENSG00000000971
1,196728952,1,196651754,196752476,ENSG00000000971
1,196729521,1,196651754,196752476,ENSG00000000971
1,196731192,1,196651754,196752476,ENSG00000000971
1,196710552,1,196651754,196752476,ENSG00000000971
1,196708768,1,196651754,196752476,ENSG00000000971
1,196705852,1,196651754,196752476,ENSG00000000971
1,196709880,1,196651754,196752476,ENSG00000000971
1,196751137,1,196651754,196752476,ENSG00000000971
1,196743772,1,196651754,196752476,ENSG00000000971
1,196740644,1,196651754,196752476,ENSG00000000971
1,196747794,1,196651754,196752476,ENSG00000000971
1,196739325,1,196651754,196752476,ENSG00000000971
1,196739761,1,196651754,196752476,ENSG00000000971
1,196741027,1,196651754,196752476,ENSG00000000971
1,196736390,1,196651754,196752476,ENSG00000000971
1,196746537,1,196651754,196752476,ENSG00000000971
1,196729333,1,196651754,196752476,ENSG00000000971
1,196734909,1,196651754,196752476,ENSG00000000971
1,196735313,1,196651754,196752476,ENSG00000000971
1,196735885,1,196651754,196752476,ENSG00000000971
1,196741786,1,196651754,196752476,ENSG00000000971
1,196706226,1,196651754,196752476,ENSG00000000971
1,196707583,1,196651754,196752476,ENSG00000000971
1,196705584,1,196651754,196752476,ENSG00000000971
1,196683492,1,196651754,196752476,ENSG00000000971
1,196691599,1,196651754,196752476,ENSG00000000971
1,196691603,1,196651754,196752476,ENSG00000000971
1,196715445,1,196651754,196752476,ENSG00000000971
1,196717788,1,196651754,196752476,ENSG00000000971
1,196715444,1,196651754,196752476,ENSG00000000971
1,196711871,1,196651754,196752476,ENSG00000000971
6,53512324,6,53497341,53616970,ENSG00000001084
6,53514607,6,53497341,53616970,ENSG00000001084
6,53517572,6,53497341,53616970,ENSG00000001084
6,53513571,6,53497341,53616970,ENSG00000001084
6,53512193,6,53497341,53616970,ENSG00000001084
6,53512821,6,53497341,53616970,ENSG00000001084
6,53513036,6,53497341,53616970,ENSG00000001084
6,53515592,6,53497341,53616970,ENSG00000001084
6,53519377,6,53497341,53616970,ENSG00000001084
6,53517462,6,53497341,53616970,ENSG00000001084
6,53512752,6,53497341,53616970,ENSG00000001084
6,53514063,6,53497341,53616970,ENSG00000001084
6,53508826,6,53497341,53616970,ENSG00000001084
6,53533172,6,53497341,53616970,ENSG00000001084
6,53505309,6,53497341,53616970,ENSG00000001084
6,53498689,6,53497341,53616970,ENSG00000001084
6,53517214,6,53497341,53616970,ENSG00000001084
6,53519232,6,53497341,53616970,ENSG00000001084
6,53520286,6,53497341,53616970,ENSG00000001084
6,53523215,6,53497341,53616970,ENSG00000001084
6,53525156,6,53497341,53616970,ENSG00000001084
6,53525911,6,53497341,53616970,ENSG00000001084
6,53525922,6,53497341,53616970,ENSG00000001084
6,53525197,6,53497341,53616970,ENSG00000001084
6,53527310,6,53497341,53616970,ENSG00000001084
6,53515915,6,53497341,53616970,ENSG00000001084
6,53520677,6,53497341,53616970,ENSG00000001084
1,24354175,1,24356999,24416934,ENSG00000001460
1,24354425,1,24356999,24416934,ENSG00000001460
1,24355711,1,24356999,24416934,ENSG00000001460
1,24359245,1,24356999,24416934,ENSG00000001460
1,24367599,1,24356999,24416934,ENSG00000001460
1,24367937,1,24356999,24416934,ENSG00000001460
1,24368624,1,24356999,24416934,ENSG00000001460
1,24368661,1,24356999,24416934,ENSG00000001460
1,24369259,1,24356999,24416934,ENSG00000001460
1,24370402,1,24356999,24416934,ENSG00000001460
1,24371556,1,24356999,24416934,ENSG00000001460
1,24373099,1,24356999,24416934,ENSG00000001460
1,24373382,1,24356999,24416934,ENSG00000001460
1,24377031,1,24356999,24416934,ENSG00000001460
1,24377177,1,24356999,24416934,ENSG00000001460
1,24377773,1,24356999,24416934,ENSG00000001460
1,24378009,1,24356999,24416934,ENSG00000001460
1,24378604,1,24356999,24416934,ENSG00000001460
1,24379077,1,24356999,24416934,ENSG00000001460
